DI-W1-v0;0;DI;0;15
DI-W2-v0;0;DI;0;15
DI-W3-v0;0;DI;0;15
GA-W1-v0;0;GA;0;20
GA-W2-v0;0;GA;0;20
GC-W1-v0;0;GC;0;15
PA-W2-v0;0;PA;0;25
PA-W3-v0;0;PA;0;79
PA-W4-v0;4;PA;0;79
INT-W2-v0;4;INT;0;79
INT-W3-v0;1;INT;0;79
REP-W2-v0;0;REP;0;35
REP-W3-v0;1;REP;0;65
REP-W4-v0;2;REP;0;65
REP-W5-v0;4;REP;0;174
RES-W2-v0;3;RES;0;101
RES-W3-v0;3;RES;0;101
AA-W3-v0;0;AA;0;50
AA-W4-v0;0;AA;0;50
RES-W4-v0;3;RES;0;111
RES-W5-v0;6;RES;0;111
GA-W3-v0;0;GA;0;55
GE-W4-v0;4;GE;0;131
GE-W5-v0;0;GE;0;131
GC-W3-v0;5;GC;0;60
GC-W4-v0;2;GC;0;60
INT-W4-v0;3;INT;0;111
INT-W5-v0;6;INT;0;111
DI-W1-v1;0;DI;15;35
DI-W2-v1;5;DI;15;40
DI-W3-v1;1;DI;15;92
GA-W1-v1;0;GA;20;30
GA-W2-v1;0;GA;20;60
GC-W1-v1;0;GC;15;35
PA-W2-v1;14;PA;25;65
PA-W3-v1;8;PA;79;92
PA-W4-v1;23;PA;79;135
INT-W2-v1;9;INT;79;92
INT-W3-v1;2;INT;79;92
REP-W2-v1;0;REP;35;50
REP-W3-v1;8;REP;65;75
REP-W4-v1;15;REP;65;79
REP-W5-v1;9;REP;174;184
RES-W2-v1;7;RES;101;116
RES-W3-v1;7;RES;101;116
AA-W3-v1;24;AA;50;70
AA-W4-v1;4;AA;50;70
RES-W4-v1;7;RES;111;126
RES-W5-v1;14;RES;111;179
GA-W3-v1;7;GA;55;60
GE-W4-v1;23;GE;131;145
GE-W5-v1;2;GE;131;179
GC-W3-v1;34;GC;60;84
GC-W4-v1;11;GC;60;169
INT-W4-v1;17;INT;111;126
INT-W5-v1;38;INT;111;164
DI-W1-v2;1;DI;35;50
DI-W2-v2;2;DI;40;55
DI-W3-v2;0;DI;92;106
GA-W1-v2;0;GA;30;50
GA-W2-v2;0;GA;60;75
GC-W1-v2;0;GC;35;55
PA-W2-v2;8;PA;65;84
PA-W3-v2;1;PA;92;101
PA-W4-v2;4;PA;135;159
INT-W2-v2;2;INT;92;106
INT-W3-v2;0;INT;92;106
REP-W2-v2;17;REP;50;65
REP-W3-v2;1;REP;75;84
REP-W4-v2;2;REP;79;97
REP-W5-v2;2;REP;184;194
RES-W2-v2;1;RES;116;126
RES-W3-v2;1;RES;116;131
AA-W3-v2;4;AA;70;131
AA-W4-v2;1;AA;70;140
RES-W4-v2;1;RES;126;145
RES-W5-v2;3;RES;179;194
GA-W3-v2;1;GA;60;75
GE-W4-v2;4;GE;145;184
GE-W5-v2;0;GE;179;194
GC-W3-v2;6;GC;84;111
GC-W4-v2;2;GC;169;179
INT-W4-v2;3;INT;126;159
INT-W5-v2;6;INT;164;194
DI-W1-v3;2;DI;50;65
DI-W2-v3;2;DI;55;65
DI-W3-v3;0;DI;106;121
GA-W1-v3;2;GA;50;65
GA-W2-v3;2;GA;75;84
GC-W1-v3;4;GC;55;65
PA-W2-v3;8;PA;84;97
PA-W3-v3;1;PA;101;116
PA-W4-v3;4;PA;159;169
INT-W2-v3;2;INT;106;126
INT-W3-v3;0;INT;106;121
REP-W2-v3;5;REP;65;75
REP-W3-v3;1;REP;84;92
REP-W4-v3;2;REP;97;111
REP-W5-v3;2;REP;194;204
RES-W2-v3;1;RES;126;131
RES-W3-v3;1;RES;131;140
AA-W3-v3;4;AA;131;140
AA-W4-v3;1;AA;140;164
RES-W4-v3;1;RES;145;164
RES-W5-v3;3;RES;194;204
GA-W3-v3;1;GA;75;84
GE-W4-v3;4;GE;184;194
GE-W5-v3;0;GE;194;204
GC-W3-v3;6;GC;111;121
GC-W4-v3;2;GC;179;194
INT-W4-v3;3;INT;159;169
