DI-W1-v0;0;DI;1;15
DI-W2-v0;0;DI;1;15
DI-W3-v0;0;DI;1;15
GC-W1-v0;0;GC;1;15
GA-W1-v0;0;GA;1;20
GA-W2-v0;0;GA;1;20
PA-W2-v0;0;PA;1;25
GA-W1-v1;0;GA;20;30
REP-W2-v0;0;REP;1;35
DI-W1-v1;0;DI;15;35
GC-W1-v1;0;GC;15;35
DI-W2-v1;0;DI;15;40
AA-W3-v0;0;AA;1;50
AA-W4-v0;0;AA;1;50
REP-W2-v1;0;REP;35;50
DI-W1-v2;0;DI;35;50
GA-W1-v2;0;GA;30;50
DI-W1-réunion;0;DI;1;50
GA-W1-réunion;0;GA;1;50
GA-W3-v0;0;GA;1;55
GC-W1-v2;0;GC;35;55
GC-W1-réunion;0;GC;1;55
GC-W3-v0;0;GC;1;60
GC-W4-v0;0;GC;1;60
GA-W2-v1;0;GA;20;60
GA-W3-v1;0;GA;55;60
REP-W3-v0;0;REP;1;65
REP-W4-v0;0;REP;1;65
PA-W2-v1;0;PA;25;65
REP-W2-v2;0;REP;50;65
DI-W1-v3;0;DI;50;65
GA-W1-v3;0;GA;50;65
GC-W1-v3;0;GC;55;65
REP-W2-réunion;0;REP;1;65
REP-W3-v1;8;REP;65;75
DI-W2-v2;2;DI;40;75
GA-W2-v2;0;GA;60;75
GA-W3-v2;1;GA;60;75
REP-W2-v3;5;REP;65;75
DI-W2-réunion;0;DI;1;75
GA-W2-réunion;0;GA;1;75
GA-W3-réunion;1;GA;1;75
PA-W3-v0;1;PA;1;79
PA-W4-v0;7;PA;1;79
INT-W2-v0;3;INT;1;79
INT-W3-v0;1;INT;1;79
AA-W3-v1;19;AA;50;79
AA-W4-v1;7;AA;50;79
GC-W3-v1;27;GC;60;84
PA-W2-v2;25;PA;65;84
REP-W3-v2;2;REP;75;84
DI-W2-v3;2;DI;75;84
GA-W2-v3;0;GA;75;84
GA-W3-v3;1;GA;75;84
PA-W2-réunion;3;PA;1;84
REP-W3-réunion;2;REP;1;84
W1 E1-GC;25;GC-E;74;84
W1 E1-GA;9;GA-E;74;84
W1 E1-GC;5;GC-E-SPV;74;84
W1 E1-GA;2;GA-E-SPV;74;84
REP-W4-v1;7;REP;65;88
W1 E1-DI;9;DI-E;74;89
W1 E1-DI;2;DI-E-SPV;74;89
DI-W3-v1;0;DI;15;92
PA-W3-v1;13;PA;79;92
INT-W2-v1;6;INT;79;92
INT-W3-v1;2;INT;79;92
REP-W3-v3;2;REP;84;92
PA-W2-v3;0;PA;84;97
RES-W2-v0;2;RES;1;101
RES-W3-v0;2;RES;1;101
PA-W3-v2;2;PA;92;101
REP-W4-v2;1;REP;88;101
PA-W3-réunion;2;PA;1;101
REP-W4-réunion;1;REP;1;101
DI-W3-v2;0;DI;92;106
INT-W2-v2;1;INT;92;106
INT-W3-v2;0;INT;92;106
DI-W3-réunion;0;DI;1;106
INT-W2-réunion;1;INT;1;106
INT-W3-réunion;0;INT;1;106
W2.1 E1-GA;11;GA-E;92;106
W2.1 E1-DI;11;DI-E;92;106
W2.1 E1-REP;31;REP-E;92;106
W2.1 E1-GA;2;GA-E-SPV;92;106
W2.1 E1-DI;2;DI-E-SPV;92;106
W2.1 E1-REP;6;REP-E-SPV;92;106
RES-W4-v0;2;RES;1;111
RES-W5-v0;4;RES;1;111
INT-W4-v0;2;INT;1;111
INT-W5-v0;5;INT;1;111
GC-W3-v2;6;GC;84;111
REP-W4-v3;1;REP;101;111
GC-W3-réunion;5;GC;1;111
RES-W2-v1;5;RES;101;116
RES-W3-v1;5;RES;101;116
PA-W3-v3;2;PA;101;116
W1 E2-DI;9;DI-E;108;116
W1 E2-GC;25;GC-E;108;116
W1 E2-GA;9;GA-E;108;116
W1 E2-DI;2;DI-E-SPV;108;116
W1 E2-GC;5;GC-E-SPV;108;116
W1 E2-GA;2;GA-E-SPV;108;116
DI-W3-v3;0;DI;106;121
INT-W3-v3;0;INT;106;121
GC-W3-v3;6;GC;111;121
RES-W4-v1;5;RES;111;126
INT-W4-v1;12;INT;111;126
RES-W2-v2;1;RES;116;126
INT-W2-v3;1;INT;106;126
RES-W2-réunion;1;RES;1;126
W2.21 E1-PA;51;PA-E;108;126
W2.21 E1-PA;10;PA-E-SPV;108;126
GE-W4-v0;4;GE;1;131
GE-W5-v0;0;GE;1;131
RES-W3-v2;1;RES;116;131
AA-W3-v2;5;AA;79;131
RES-W2-v3;1;RES;126;131
RES-W3-réunion;1;RES;1;131
AA-W3-réunion;4;AA;1;131
