DST-DI-W1-V1;2;DI;;11
DST-GA-W1-V1;4;GA;;11
DST-GC-W1-V1;10;GC;;11
DST-GA-W2-V1;3;GA;DST-GA-W1-V1;11
DST-DI-W2-V1;3;GA;DST-DI-W1-V1;11
DST-PA-W2-V0;8;PA;;11
DST-REP-W2-V0;10;REP;;11
DST-PA-W3-V0;1;PA;DST-PA-W2-V0;11
DST-PA-W4-V0;3;PA;DST-PA-W2-V0;11
